text,label,text_clean
We can go 4 e normal pilates after our intro...  ,ham,we can go 4 e normal pilates after our intro...
"Come to mu, we're sorting out our narcotics situation",ham,"come to mu, we're sorting out our narcotics situation"
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham,"wen ur lovable bcums angry wid u, dnt take it seriously.. coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... have nice day da."
God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,ham,god's love has no limit. god's grace has no measure. god's power has no boundaries. may u have god's endless blessings always in ur life...!! gud ni8
Yes we are chatting too.,ham,yes we are chatting too.
No pic. Please re-send.,ham,no pic. please re-send.
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,ham,i might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",ham,"how's my loverboy doing ? what does he do that keeps him from coming to his queen, hmmm ? doesn't he ache to speak to me ? miss me desparately ?"
K then 2marrow are you coming to class.,ham,k then 2marrow are you coming to class.
Pls speak to that customer machan.,ham,pls speak to that customer machan.
Otherwise had part time job na-tuition..,ham,otherwise had part time job na-tuition..
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,ham,anything is valuable in only 2 situations: first- before getting it... second- after loosing it...
Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,ham,lul im gettin some juicy gossip at the hospital. two nurses are talking about how fat they are gettin. and one thinks shes obese. oyea.
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,ham,i am thinking of going down to reg for pract lessons.. flung my advance.. haha wat time u going?
Ok...,ham,ok...
You bad girl. I can still remember them,ham,you bad girl. i can still remember them
So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,ham,so there's a ring that comes with the guys costumes. it's there so they can gift their future yowifes. hint hint
Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,ham,usually the person is unconscious that's in children but in adults they may just behave abnormally. i.ll call you now
When you guys planning on coming over?,ham,when you guys planning on coming over?
"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",ham,"i promise to take good care of you, princess. i have to run now. please send pics when you get a chance. ttyl!"
Hey... Why dont we just go watch x men and have lunch... Haha ,ham,hey... why dont we just go watch x men and have lunch... haha
I will lick up every drop :) are you ready to use your mouth as well?,ham,i will lick up every drop :) are you ready to use your mouth as well?
I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,ham,i'm turning off my phone. my moms telling everyone i have cancer. and my sister won't stop calling. it hurts to talk. can't put up with it. see u when u get home. love u
Anything lar...,ham,anything lar...
Are you staying in town ?,ham,are you staying in town ?
I sent them. Do you like?,ham,i sent them. do you like?
K..i deleted my contact that why?,ham,k..i deleted my contact that why?
if you text on your way to cup stop that should work. And that should be BUS,ham,if you text on your way to cup stop that should work. and that should be bus
Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,ham,was actually sleeping and still might when u call back. so a text is gr8. you rock sis. will send u a text wen i wake.
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",ham,"hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,ham,babe? you said 2 hours and it's been almost 4 ... is your internet down ?
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",ham,"aiyo... her lesson so early... i'm still sleepin, haha... okie, u go home liao den confirm w me lor..."
Er yep sure. Props?,ham,er yep sure. props?
What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,ham,what can i do? might accidant tookplace between somewhere ghodbandar rd. traffic moves slovely. so plz slip &amp; don't worry.
Pls send me the correct name da.,ham,pls send me the correct name da.
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,spam,want 2 get laid tonight? want real dogging locations sent direct 2 ur mob? join the uk's largest dogging network by txting moan to 69888nyt. ec2a. 31p.msg@150p
Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,ham,nope wif my sis lor... aft bathing my dog then i can bathe... looks like it's going 2 rain soon.
Im good! I have been thinking about you...,ham,im good! i have been thinking about you...
I want to go to perumbavoor,ham,i want to go to perumbavoor
"Cool, want me to go to kappa or should I meet you outside mu",ham,"cool, want me to go to kappa or should i meet you outside mu"
"Cool, text me when you head out",ham,"cool, text me when you head out"
I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,ham,i actually did for the first time in a while. i went to bed not too long after i spoke with you. woke up at 7. how was your night?
Its ok my arm is feeling weak cuz i got a shot so we can go another time,ham,its ok my arm is feeling weak cuz i got a shot so we can go another time
When can Ì_ come out?,ham,when can ì_ come out?
Oh sorry please its over,ham,oh sorry please its over
How long does it take to get it.,ham,how long does it take to get it.
Oh for fuck's sake she's in like tallahassee,ham,oh for fuck's sake she's in like tallahassee
"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",ham,"funny fact nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife natural disasters just happens"
"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",ham,"i keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and i'm all \""oh\"""""
Are there TA jobs available? Let me know please cos i really need to start working,ham,are there ta jobs available? let me know please cos i really need to start working
I re-met alex nichols from middle school and it turns out he's dealing!,ham,i re-met alex nichols from middle school and it turns out he's dealing!
What's ur pin?,ham,what's ur pin?
"My sister in law, hope you are having a great month. Just saying hey. Abiola",ham,"my sister in law, hope you are having a great month. just saying hey. abiola"
Wife.how she knew the time of murder exactly,ham,wife.how she knew the time of murder exactly
Shall i ask one thing if you dont mistake me.,ham,shall i ask one thing if you dont mistake me.
Remind me how to get there and I shall do so,ham,remind me how to get there and i shall do so
I think asking for a gym is the excuse for lazy people. I jog.,ham,i think asking for a gym is the excuse for lazy people. i jog.
Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,ham,don't fret. i'll buy the ovulation test strips and send them to you. you wont get them til like march. can you send me your postal address.u'll be alright.okay.
To day class is there are no class.,ham,to day class is there are no class.
Wat uniform? In where get?,ham,wat uniform? in where get?
Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,ham,not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
"Ok, be careful ! Don't text and drive !",ham,"ok, be careful ! don't text and drive !"
Or just do that 6times,ham,or just do that 6times
"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",ham,"hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",spam,"had your contract mobile 11 mnths? latest motorola, nokia etc. all free! double mins & text on orange tariffs. text yes for callback, no to remove from records"
I know that my friend already told that.,ham,i know that my friend already told that.
"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",ham,"i get out of class in bsn in like &lt;#&gt; minutes, you know where advising is?"
I can't make it tonight,ham,i can't make it tonight
Happy New Year Princess!,ham,happy new year princess!
\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,ham,\its ur luck to love someone. its ur fortune to love the one who loves u. but
"Only just got this message, not ignoring you. Yes, i was. Shopping that is",ham,"only just got this message, not ignoring you. yes, i was. shopping that is"
"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",ham,"by the way, make sure u get train to worc foregate street not shrub hill. have fun night x"
Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,spam,welcome! please reply with your age and gender to begin. e.g 24m
"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",ham,"fuck babe, i miss you sooooo much !! i wish you were here to sleep with me ... my bed is so lonely ... i go now, to sleep ... to dream of you, my love ..."
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,ham,cheers lou! yeah was a goodnite shame u neva came! c ya gailxx
"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",ham,"aight text me when you're back at mu and i'll swing by, need somebody to get the door for me"
83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,spam,83039 62735=å£450 uk break accommodationvouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541
K..give back my thanks.,ham,k..give back my thanks.
"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",ham,"well imma definitely need to restock before thanksgiving, i'll let you know when i'm out"
Our Prasanth ettans mother passed away last night. Just pray for her and family.,ham,our prasanth ettans mother passed away last night. just pray for her and family.
Ok can...,ham,ok can...
Ok...,ham,ok...
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,spam,our brand new mobile music service is now live. the free music player will arrive shortly. just install on your phone to browse content from the top artists.
I'm good. Have you registered to vote?,ham,i'm good. have you registered to vote?
Lol well don't do it without me. We could have a big sale together.,ham,lol well don't do it without me. we could have a big sale together.
Ok then i come n pick u at engin?,ham,ok then i come n pick u at engin?
Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,ham,dude while were makin those weirdy brownies my sister made awesome cookies. i took pics.
One small prestige problem now.,ham,one small prestige problem now.
No plans yet. What are you doing ?,ham,no plans yet. what are you doing ?
"Maybe westshore or hyde park village, the place near my house?",ham,"maybe westshore or hyde park village, the place near my house?"
I wanted to ask Ì_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,ham,i wanted to ask ì_ to wait 4 me to finish lect. cos my lect finishes in an hour anyway.
I keep ten rs in my shelf:) buy two egg.,ham,i keep ten rs in my shelf:) buy two egg.
Sat right? Okay thanks... ,ham,sat right? okay thanks...
Many times we lose our best ones bcoz we are ,ham,many times we lose our best ones bcoz we are
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,spam,had your mobile 11 months or more? u r entitled to update to the latest colour mobiles with camera for free! call the mobile update co free on 08002986030
Have you laid your airtel line to rest?,ham,have you laid your airtel line to rest?
"Ok omw now, you at castor?",ham,"ok omw now, you at castor?"
Lol ... I knew that .... I saw him in the dollar store,ham,lol ... i knew that .... i saw him in the dollar store
Ha ha cool cool chikku chikku:-):-DB-),ham,ha ha cool cool chikku chikku:-):-db-)
Guessin you ain't gonna be here before 9?,ham,guessin you ain't gonna be here before 9?
Ok.,ham,ok.
U still painting ur wall?,ham,u still painting ur wall?
Want to finally have lunch today?,ham,want to finally have lunch today?
That day you asked about anand number. Why:-),ham,that day you asked about anand number. why:-)
"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",ham,"* was a nice day and, impressively, i was sensible, went home early and now feel fine. or am i just boring?! when's yours, i can't remember."
How are you doing. How's the queen. Are you going for the royal wedding,ham,how are you doing. how's the queen. are you going for the royal wedding
\HEY KATE,ham,\hey kate
"Sorry pa, i dont knw who ru pa?",ham,"sorry pa, i dont knw who ru pa?"
So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,ham,so is there anything specific i should be doing with regards to jaklin or what because idk what the fuck
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",spam,"congrats! 2 mobile 3g videophones r yours. call 09061744553 now! videochat wid ur mates, play java games, dload polyh music, noline rentl. bx420. ip4. 5we. 150pm"
I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,ham,i'm on my way home. went to change batt 4 my watch then go shop a bit lor.
Jus finish bathing...,ham,jus finish bathing...
"Vikky, come around  &lt;TIME&gt; ..",ham,"vikky, come around &lt;time&gt; .."
Enjoy ur life. . Good night,ham,enjoy ur life. . good night
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,ham,is your hamster dead? hey so tmr i meet you at 1pm orchard mrt?
I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,ham,i want to tell you how bad i feel that basically the only times i text you lately are when i need drugs
Ok lor...,ham,ok lor...
This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,ham,this message is from a great doctor in india:-): 1) do not drink appy fizz. it contains cancer causing age
Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,ham,eh u remember how 2 spell his name... yes i did. he v naughty make until i v wet.
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,ham,alright. thanks for the advice. enjoy your night out. i'ma try to get some sleep...
How. Its a little difficult but its a simple way to enter this place,ham,how. its a little difficult but its a simple way to enter this place
Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,spam,reply to win å£100 weekly! what professional sport does tiger woods play? send stop to 87239 to end service
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",ham,"lol .. *grins* .. i'm not babe, but thanks for thinking of me!"
Re your call; You didn't see my facebook huh?,ham,re your call; you didn't see my facebook huh?
"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",ham,"i don't have anybody's number, i still haven't thought up a tactful way to ask alex"
", how's things? Just a quick question.",ham,", how's things? just a quick question."
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,spam,send a logo 2 ur lover - 2 names joined by a heart. txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo! pobox36504w45wq txtno 4 no ads 150p.
I'm also came to room.,ham,i'm also came to room.
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,spam,freemsg: hey - i'm buffy. 25 and love to satisfy men. home alone feeling randy. reply 2 c my pix! qlynnbv help08700621170150p a msg send stop to stop txts
Jus finished avatar nigro,ham,jus finished avatar nigro
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",ham,"as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there."
Not..tel software name..,ham,not..tel software name..
Guess he wants alone time. We could just show up and watch when they do..,ham,guess he wants alone time. we could just show up and watch when they do..
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",ham,"did he say how fantastic i am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think i would be the first person 2 die from n v q?"
I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,ham,i'm sick !! i'm needy !! i want you !! *pouts* *stomps feet* where are you ?! *pouts* *stomps feet* i want my slave !! i want him now !!
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,ham,and also i've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
Ugh I don't wanna get out of bed. It's so warm.,ham,ugh i don't wanna get out of bed. it's so warm.
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",spam,"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a å£1500 bonus prize, call 09066364589"
", ow u dey.i paid 60,400thousad.i told  u would call . ",ham,", ow u dey.i paid 60,400thousad.i told u would call ."
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,ham,message:some text missing* sender:name missing* *number missing *sent:date missing *missing u a lot thats y everything is missing sent via fullonsms.com
She ran off with a younger man. we will make pretty babies together :),ham,she ran off with a younger man. we will make pretty babies together :)
He needs to stop going to bed and make with the fucking dealing,ham,he needs to stop going to bed and make with the fucking dealing
"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam,"you ve won! your 4* costa del sol holiday or å£5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, costå£1.50/pm, max10mins"
You're right I have now that I think about it,ham,you're right i have now that i think about it
I am not sure about night menu. . . I know only about noon menu,ham,i am not sure about night menu. . . i know only about noon menu
"Yeah, we can probably swing by once my roommate finishes up with his girl",ham,"yeah, we can probably swing by once my roommate finishes up with his girl"
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",ham,"hi hope u get this txt~journey hasnt been gd,now about 50 mins late i think."
Dear are you angry i was busy dear,ham,dear are you angry i was busy dear
Am slow in using biola's fne,ham,am slow in using biola's fne
"Its ok, called mom instead have fun",ham,"its ok, called mom instead have fun"
I know complain num only..bettr directly go to bsnl offc nd apply for it..,ham,i know complain num only..bettr directly go to bsnl offc nd apply for it..
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,ham,aiyar dun disturb u liao... thk u have lots 2 do aft ur cupboard come...
Yup,ham,yup
Ok I'm gonna head up to usf in like fifteen minutes,ham,ok i'm gonna head up to usf in like fifteen minutes
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam,"want to funk up ur fone with a weekly new tone reply tones2u 2 this text. www.ringtones.co.uk, the original n best. tones 3gbp network operator rates apply"
Ok.,ham,ok.
Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,ham,ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! but you can call me there.xx
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",spam,"you are being contacted by our dating service by someone you know! to find out who it is, call from a land line 09050000878. pobox45w2tg150p"
That seems unnecessarily affectionate,ham,that seems unnecessarily affectionate
Thanks  and ! Or bomb and date as my phone wanted to say! ,ham,thanks and ! or bomb and date as my phone wanted to say!
I will vote for wherever my heart guides me,ham,i will vote for wherever my heart guides me
" says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",ham,"says that he's quitting at least5times a day so i wudn't take much notice of that. nah, she didn't mind. are you gonna see him again? do you want to come to taunton tonight? u can tell me all about !"
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",ham,"hey, looks like i was wrong and one of the kappa guys numbers is still on my phone, if you want i can text him and see if he's around"
Sorry that was my uncle. I.ll keep in touch,ham,sorry that was my uncle. i.ll keep in touch
Sitting in mu waiting for everyone to get out of my suite so I can take a shower,ham,sitting in mu waiting for everyone to get out of my suite so i can take a shower
Then mum's repent how?,ham,then mum's repent how?
Cold. Dont be sad dear,ham,cold. dont be sad dear
"I wake up long ago already... Dunno, what other thing?",ham,"i wake up long ago already... dunno, what other thing?"
"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",spam,"orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9996. offer ends 14thmarch. t&c's apply. opt-out availa"
Oh ok i didnt know what you meant. Yep i am baby jontin,ham,oh ok i didnt know what you meant. yep i am baby jontin
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),ham,an excellent thought by a misundrstud frnd: i knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( gn:-)
FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,spam,free msg:we billed your mobile number by mistake from shortcode 83332.please call 08081263000 to have charges refunded.this call will be free from a bt landline
WHO ARE YOU SEEING?,ham,who are you seeing?
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",ham,"fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
Cool. Do you like swimming? I have a pool and jacuzzi at my house.,ham,cool. do you like swimming? i have a pool and jacuzzi at my house.
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",spam,"update_now - xmas offer! latest motorola, sonyericsson & nokia & free bluetooth! double mins & 1000 txt on orange. call mobileupd8 on 08000839402 or call2optout/f4q="
either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,ham,either way works for me. i am &lt;#&gt; years old. hope that doesnt bother you.
YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,spam,you are chosen to receive a å£350 award! pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,ham,hi petey!noiåõm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",spam,"urgent urgent! we have 800 free flights to europe to give away, call b4 10th sept & take a friend 4 free. call now to claim on 09050000555. ba128nnfwfly150ppm"
Its a great day. Do have yourself a beautiful one.,ham,its a great day. do have yourself a beautiful one.
Yes i thought so. Thanks.,ham,yes i thought so. thanks.
If you r @ home then come down within 5 min,ham,if you r @ home then come down within 5 min
What you need. You have a person to give na.,ham,what you need. you have a person to give na.
Why are u up so early?,ham,why are u up so early?
Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,ham,aft i finish my lunch then i go str down lor. ard 3 smth lor. u finish ur lunch already?
Anything lar then Ì_ not going home 4 dinner?,ham,anything lar then ì_ not going home 4 dinner?
Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,ham,aiyo u so poor thing... then u dun wan 2 eat? u bathe already?
"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",spam,"your free ringtone is waiting to be collected. simply text the password \mix\"" to 85069 to verify. get usher and britney. fml"
Are you willing to go for aptitude class.,ham,are you willing to go for aptitude class.
How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...,ham,how i noe... did ì_ specify da domain as nusstu... ìï still in sch...
Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,ham,do you mind if i ask what happened? you dont have to say if it is uncomfortable.
Where are you?when wil you reach here?,ham,where are you?when wil you reach here?
Ok. C u then.,ham,ok. c u then.
Shb b ok lor... Thanx...,ham,shb b ok lor... thanx...
"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam,"for ur chance to win a å£250 wkly shopping spree txt: shop to 80878. t's&c's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,ham,you're not sure that i'm not trying to make xavier smoke because i don't want to smoke after being told i smoke too much?
Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,ham,oic cos me n my sis got no lunch today my dad went out... so dunno whether 2 eat in sch or wat...
Who u talking about?,ham,who u talking about?
What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,ham,what i told before i tell. stupid hear after i wont tell anything to you. you dad called to my brother and spoken. not with me.
I surely dont forgot to come:)i will always be in touch in with you:-),ham,i surely dont forgot to come:)i will always be in touch in with you:-)
"Found it, ENC  &lt;#&gt; , where you at?",ham,"found it, enc &lt;#&gt; , where you at?"
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,spam,text pass to 69669 to collect your polyphonic ringtones. normal gprs charges apply only. enjoy your tones
Ok... Let u noe when i leave my house.,ham,ok... let u noe when i leave my house.
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",ham,"by march ending, i should be ready. but will call you for sure. the problem is that my capital never complete. how far with you. how's work and the ladies"
+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,spam,+123 congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. t&cs/stop sms 08718727868. over 18 only 150ppm
Actually I decided I was too hungry so I haven't left yet :V,ham,actually i decided i was too hungry so i haven't left yet :v
Enjoy urself tmr...,ham,enjoy urself tmr...
If he started searching he will get job in few days.he have great potential and talent.,ham,if he started searching he will get job in few days.he have great potential and talent.
Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,ham,me too. mark is taking forever to pick up my prescription and the pain is coming back.
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,ham,how are you doing? hope you've settled in for the new school year. just wishin you a gr8 day
Yeah that's the impression I got,ham,yeah that's the impression i got
A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,ham,a cute thought for friendship: \its not necessary to share every secret with ur close frnd
What your plan for pongal?,ham,what your plan for pongal?
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,ham,you should know now. so how's anthony. are you bringing money. i've school fees to pay and rent and stuff like that. thats why i need your help. a friend in need....|
Lolnice. I went from a fish to ..water.?,ham,lolnice. i went from a fish to ..water.?
Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ham,ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,ham,ok good then i later come find ì_... c lucky i told ì_ to go earlier... later pple take finish ì_ no more again...
K..k.:)congratulation ..,ham,k..k.:)congratulation ..
Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,ham,ok. not sure what time tho as not sure if can get to library before class. will try. see you at some point! have good eve.
O. Guess they both got screwd,ham,o. guess they both got screwd
"I'll see if I can swing by in a bit, got some things to take care of here firsg",ham,"i'll see if i can swing by in a bit, got some things to take care of here firsg"
"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",ham,"cool, we shall go and see, have to go to tip anyway. are you at home, got something to drop in later? so lets go to town tonight! maybe mum can take us in."
Probably a couple hours tops,ham,probably a couple hours tops
Yup but it's not giving me problems now so mayb i'll jus leave it...,ham,yup but it's not giving me problems now so mayb i'll jus leave it...
MMM ... Fuck .... Merry Christmas to me,ham,mmm ... fuck .... merry christmas to me
<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,spam,<forwarded from 448712404000>please call 08712404000 immediately as there is an urgent message waiting for you.
\SHIT BABE.. THASA BIT MESSED UP.YEH,ham,\shit babe.. thasa bit messed up.yeh
